run_name,source,final_val_loss,best_val_loss,total_steps,seen_pairs,adapter_params,vision_T0,vision_T,vision_rho,vision_N_A,vision_d_model,vision_adapter_num_layers,vision_image_size,llm_name,adapter_level,num_queries,num_samples,num_epochs,seed,adapter_num_layers,adapter_type,use_lora,vision_name,batch_size,lr,llm_params,vision_params,total_params,total_trainable,llm_size,group,image_size
g2_3B_T4_M_d50m_s42,NAS,3.2746974536280624,3.273594814863865,17267,552544,26068992,729,4,0.005487,26068992,768,2,384,Qwen/Qwen2.5-3B,M,4,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540233280,26068992,3B,g2,384
g2_3B_T64_M_d50m_s42,NAS,3.212271912523818,3.212923486435644,17267,552544,26115072,729,64,0.087791,26115072,768,2,384,Qwen/Qwen2.5-3B,M,64,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540279360,26115072,3B,g2,384
g2_3B_T8_M_d50m_s42,NAS,3.2443583164679977,3.2447680528404783,17267,552544,26072064,729,8,0.010974,26072064,768,2,384,Qwen/Qwen2.5-3B,M,8,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540236352,26072064,3B,g2,384
g2_7B_T128_M_d50m_s42,NAS,3.031332257199352,3.029914036932866,17267,552544,27343872,729,128,0.175583,27343872,768,2,384,Qwen/Qwen2.5-7B,M,128,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0001,7615616512,428225600,8071185984,27343872,7B,g2,384
g2_7B_T16_M_d50m_s42,NAS,3.048332554181004,3.047823223389197,17267,552544,27257856,729,16,0.021948,27257856,768,2,384,Qwen/Qwen2.5-7B,M,16,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0001,7615616512,428225600,8071099968,27257856,7B,g2,384
g2_7B_T256_M_d50m_s42,NAS,3.0492012122833394,3.048162142371762,17267,552544,27442176,729,256,0.351166,27442176,768,2,384,Qwen/Qwen2.5-7B,M,256,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,8,0.0001,7615616512,428225600,8071284288,27442176,7B,g2,384
g2_7B_T32_M_d50m_s42,NAS,3.255158245038172,3.2557003212571294,17267,552544,27270144,729,32,0.043896,27270144,768,2,384,Qwen/Qwen2.5-7B,M,32,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0001,7615616512,428225600,8071112256,27270144,7B,g2,384
g2_7B_T4_M_d50m_s42,NAS,3.2579402060580347,3.2572076986167,17267,552544,27248640,729,4,0.005487,27248640,768,2,384,Qwen/Qwen2.5-7B,M,4,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0001,7615616512,428225600,8071090752,27248640,7B,g2,384
g2_7B_T64_M_d50m_s42,NAS,3.268057896315402,3.268345909123348,17267,552544,27294720,729,64,0.087791,27294720,768,2,384,Qwen/Qwen2.5-7B,M,64,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0001,7615616512,428225600,8071136832,27294720,7B,g2,384
g2_7B_T8_M_d50m_s42,NAS,3.116577217666701,3.116322691186236,17267,552544,27251712,729,8,0.010974,27251712,768,2,384,Qwen/Qwen2.5-7B,M,8,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0001,7615616512,428225600,8071093824,27251712,7B,g2,384
g30_32B_T32_M_d552k_s42_lr3e4,NAS,5.72179486577707,5.721036039546788,17267,552544,28449792,729,32,0.043896,28449792,768,2,384,Qwen/Qwen2.5-32B,M,32,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,8,0.0003,32763876352,428225600,33220551744,28449792,32B,g30,384
g3_3B_T128_L_d50m_s42,NAS,2.9428279662342183,2.94211928704348,17267,552544,45371392,729,128,0.175583,45371392,1024,2,384,Qwen/Qwen2.5-3B,L,128,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3559535680,45371392,3B,g3,384
g3_3B_T128_M_d50m_s42,NAS,2.993230146212884,2.991132640181142,17267,552544,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540328512,26164224,3B,g3,384
g3_3B_T128_S_d50m_s42,NAS,3.236080501301446,3.23517342557326,17267,552544,12199936,729,128,0.175583,12199936,512,2,384,Qwen/Qwen2.5-3B,S,128,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3526364224,12199936,3B,g3,384
g3_3B_T128_XL_d50m_s42,NAS,2.894946344914306,2.894268070445544,17267,552544,99514368,729,128,0.175583,99514368,1536,2,384,Qwen/Qwen2.5-3B,XL,128,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3613678656,99514368,3B,g3,384
g3_3B_T32_L_d50m_s42,NAS,2.917428092779905,2.916607510371666,17267,552544,45273088,729,32,0.043896,45273088,1024,2,384,Qwen/Qwen2.5-3B,L,32,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3559437376,45273088,3B,g3,384
g3_3B_T32_M_d50m_s42,NAS,3.0879384614885104,3.086674941664377,17267,552544,26090496,729,32,0.043896,26090496,768,2,384,Qwen/Qwen2.5-3B,M,32,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540254784,26090496,3B,g3,384
g3_3B_T32_S_d50m_s42,NAS,3.397030758480528,3.393963054435942,17267,552544,12150784,729,32,0.043896,12150784,512,2,384,Qwen/Qwen2.5-3B,S,32,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3526315072,12150784,3B,g3,384
g3_3B_T32_XL_d50m_s42,NAS,2.752557495372624,2.7523737807714146,17267,552544,99366912,729,32,0.043896,99366912,1536,2,384,Qwen/Qwen2.5-3B,XL,32,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3613531200,99366912,3B,g3,384
g3_3B_T64_L_d50m_s42,NAS,2.859337188768924,2.8592845296431144,17267,552544,45305856,729,64,0.087791,45305856,1024,2,384,Qwen/Qwen2.5-3B,L,64,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3559470144,45305856,3B,g3,384
g3_3B_T64_M_d50m_s42,NAS,3.092829178725783,3.090557739077428,17267,552544,26115072,729,64,0.087791,26115072,768,2,384,Qwen/Qwen2.5-3B,M,64,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540279360,26115072,3B,g3,384
g3_3B_T64_S_d50m_s42,NAS,3.233934021652141,3.233269165962604,17267,552544,12167168,729,64,0.087791,12167168,512,2,384,Qwen/Qwen2.5-3B,S,64,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3526331456,12167168,3B,g3,384
g3_3B_T64_XL_d50m_s42,NAS,2.7200447464121607,2.7199428098769305,17267,552544,99416064,729,64,0.087791,99416064,1536,2,384,Qwen/Qwen2.5-3B,XL,64,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3613580352,99416064,3B,g3,384
g3_3B_T8_L_d50m_s42,NAS,2.9201075846535858,2.9198569600824498,17267,552544,45248512,729,8,0.010974,45248512,1024,2,384,Qwen/Qwen2.5-3B,L,8,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3559412800,45248512,3B,g3,384
g3_3B_T8_M_d50m_s42,NAS,3.0452368517459623,3.04464006817204,17267,552544,26072064,729,8,0.010974,26072064,768,2,384,Qwen/Qwen2.5-3B,M,8,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540236352,26072064,3B,g3,384
g3_3B_T8_S_d50m_s42,NAS,3.352416000616436,3.3524921549271283,17267,552544,12138496,729,8,0.010974,12138496,512,2,384,Qwen/Qwen2.5-3B,S,8,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3526302784,12138496,3B,g3,384
g3_3B_T8_XL_d50m_s42,NAS,2.830297616112992,2.830472423271214,17267,552544,99330048,729,8,0.010974,99330048,1536,2,384,Qwen/Qwen2.5-3B,XL,8,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3613494336,99330048,3B,g3,384
g3v2_3B_T128_L_d552k_s42_lr3e4,NAS,2.655172771832063,2.6546588231718435,17267,552544,45371392,729,128,0.175583,45371392,1024,2,384,Qwen/Qwen2.5-3B,L,128,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0003,3085938688,428225600,3559535680,45371392,3B,g3v2,384
g3v2_3B_T128_M_d552k_s42_lr3e4,NAS,2.711336247931059,2.710456747886115,17267,552544,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0003,3085938688,428225600,3540328512,26164224,3B,g3v2,384
g3v2_3B_T128_S_d552k_s42_lr3e4,NAS,2.750853784229782,2.749750870450932,17267,552544,12199936,729,128,0.175583,12199936,512,2,384,Qwen/Qwen2.5-3B,S,128,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0003,3085938688,428225600,3526364224,12199936,3B,g3v2,384
g3v2_3B_T128_XL_d552k_s42_lr3e4,NAS,2.6514078100579264,2.650718130969822,17267,552544,99514368,729,128,0.175583,99514368,1536,2,384,Qwen/Qwen2.5-3B,XL,128,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0003,3085938688,428225600,3613678656,99514368,3B,g3v2,384
g3v2_3B_T32_L_d552k_s42_lr3e4,NAS,2.700836840227933,2.700364346506703,17267,552544,45273088,729,32,0.043896,45273088,1024,2,384,Qwen/Qwen2.5-3B,L,32,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3559437376,45273088,3B,g3v2,384
g3v2_3B_T32_M_d552k_s42_lr3e4,NAS,2.683115908337069,2.68235733823795,17267,552544,26090496,729,32,0.043896,26090496,768,2,384,Qwen/Qwen2.5-3B,M,32,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3540254784,26090496,3B,g3v2,384
g3v2_3B_T32_S_d552k_s42_lr3e4,NAS,2.785364060885256,2.7824282727836707,17267,552544,12150784,729,32,0.043896,12150784,512,2,384,Qwen/Qwen2.5-3B,S,32,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3526315072,12150784,3B,g3v2,384
g3v2_3B_T32_XL_d552k_s42_lr3e4,NAS,2.732732520384576,2.7335888354378333,17267,552544,99366912,729,32,0.043896,99366912,1536,2,384,Qwen/Qwen2.5-3B,XL,32,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3613531200,99366912,3B,g3v2,384
g3v2_3B_T64_L_d552k_s42_lr3e4,NAS,2.6683784642933444,2.6681683072831843,17267,552544,45305856,729,64,0.087791,45305856,1024,2,384,Qwen/Qwen2.5-3B,L,64,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3559470144,45305856,3B,g3v2,384
g3v2_3B_T64_M_d552k_s42_lr3e4,NAS,2.708802146873196,2.709639988681955,17267,552544,26115072,729,64,0.087791,26115072,768,2,384,Qwen/Qwen2.5-3B,M,64,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3540279360,26115072,3B,g3v2,384
g3v2_3B_T64_S_d552k_s42_lr3e4,NAS,2.627875735110182,2.627902633411465,17267,552544,12167168,729,64,0.087791,12167168,512,2,384,Qwen/Qwen2.5-3B,S,64,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3526331456,12167168,3B,g3v2,384
g3v2_3B_T64_XL_d552k_s42_lr3e4,NAS,2.7059695024311194,2.7052821364720177,17267,552544,99416064,729,64,0.087791,99416064,1536,2,384,Qwen/Qwen2.5-3B,XL,64,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3613580352,99416064,3B,g3v2,384
g3v2_3B_T8_L_d552k_s42_lr3e4,NAS,2.725672212920626,2.7262558112474364,17267,552544,45248512,729,8,0.010974,45248512,1024,2,384,Qwen/Qwen2.5-3B,L,8,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3559412800,45248512,3B,g3v2,384
g3v2_3B_T8_M_d552k_s42_lr3e4,NAS,2.810079482265774,2.80991177825034,17267,552544,26072064,729,8,0.010974,26072064,768,2,384,Qwen/Qwen2.5-3B,M,8,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3540236352,26072064,3B,g3v2,384
g3v2_3B_T8_S_d552k_s42_lr3e4,NAS,2.9240215641772123,2.9235020055236207,17267,552544,12138496,729,8,0.010974,12138496,512,2,384,Qwen/Qwen2.5-3B,S,8,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3526302784,12138496,3B,g3v2,384
g3v2_3B_T8_XL_d552k_s42_lr3e4,NAS,2.757265271650024,2.7561304951695065,17267,552544,99330048,729,8,0.010974,99330048,1536,2,384,Qwen/Qwen2.5-3B,XL,8,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3613494336,99330048,3B,g3v2,384
g4_3B_T128_M_d50m_res224_s42,NAS,3.021882854875856,3.019984707650106,17267,552544,26164224,256,128,0.5,26164224,768,2,224,Qwen/Qwen2.5-3B,M,128,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0001,3085938688,427680704,3539783616,26164224,3B,g4,224
g4_3B_T128_M_d50m_res384_s42,NAS,3.1199916278781283,3.1178547286408094,17267,552544,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540328512,26164224,3B,g4,384
g4_3B_T16_M_d50m_res224_s42,NAS,3.103473985742762,3.1030572939617254,17267,552544,26078208,256,16,0.0625,26078208,768,2,224,Qwen/Qwen2.5-3B,M,16,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0001,3085938688,427680704,3539697600,26078208,3B,g4,224
g4_3B_T16_M_d50m_res384_s42,NAS,3.1091611843317213,3.1089240804028373,17267,552544,26078208,729,16,0.021948,26078208,768,2,384,Qwen/Qwen2.5-3B,M,16,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540242496,26078208,3B,g4,384
g4_3B_T32_M_d50m_res224_s42,NAS,3.0702033958796977,3.069385968314356,17267,552544,26090496,256,32,0.125,26090496,768,2,224,Qwen/Qwen2.5-3B,M,32,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0001,3085938688,427680704,3539709888,26090496,3B,g4,224
g4_3B_T32_M_d50m_res384_s42,NAS,3.089584403358401,3.0882457043071647,17267,552544,26090496,729,32,0.043896,26090496,768,2,384,Qwen/Qwen2.5-3B,M,32,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540254784,26090496,3B,g4,384
g4_3B_T64_M_d50m_res224_s42,NAS,3.083822754495652,3.081341323374528,17267,552544,26115072,256,64,0.25,26115072,768,2,224,Qwen/Qwen2.5-3B,M,64,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0001,3085938688,427680704,3539734464,26115072,3B,g4,224
g4_3B_T64_M_d50m_res384_s42,NAS,3.1157008137164643,3.1133140139552387,17267,552544,26115072,729,64,0.087791,26115072,768,2,384,Qwen/Qwen2.5-3B,M,64,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540279360,26115072,3B,g4,384
g4_3B_T8_M_d50m_res224_s42,NAS,3.140326172685009,3.1397526644063185,17267,552544,26072064,256,8,0.03125,26072064,768,2,224,Qwen/Qwen2.5-3B,M,8,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0001,3085938688,427680704,3539691456,26072064,3B,g4,224
g4_3B_T8_M_d50m_res384_s42,NAS,3.1147118404030127,3.114179315027209,17267,552544,26072064,729,8,0.010974,26072064,768,2,384,Qwen/Qwen2.5-3B,M,8,50000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540236352,26072064,3B,g4,384
g4v2_3B_T128_M_d552k_res224_s42_lr3e4,NAS,2.659443232179572,2.6588445995681647,17267,552544,26164224,256,128,0.5,26164224,768,2,224,Qwen/Qwen2.5-3B,M,128,,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,16,0.0003,3085938688,427680704,3539783616,26164224,3B,g4v2,224
g4v2_3B_T128_M_d552k_res384_s42_lr3e4,NAS,2.756771890963857,2.755552891110052,17267,552544,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,16,0.0003,3085938688,428225600,3540328512,26164224,3B,g4v2,384
g4v2_3B_T16_M_d552k_res224_s42_lr3e4,NAS,2.670262603258004,2.67042495058881,17267,552544,26078208,256,16,0.0625,26078208,768,2,224,Qwen/Qwen2.5-3B,M,16,,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0003,3085938688,427680704,3539697600,26078208,3B,g4v2,224
g4v2_3B_T16_M_d552k_res384_s42_lr3e4,NAS,2.717723812321878,2.717087280842616,17267,552544,26078208,729,16,0.021948,26078208,768,2,384,Qwen/Qwen2.5-3B,M,16,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3540242496,26078208,3B,g4v2,384
g4v2_3B_T32_M_d552k_res224_s42_lr3e4,NAS,2.727683101116189,2.727239374072027,17267,552544,26090496,256,32,0.125,26090496,768,2,224,Qwen/Qwen2.5-3B,M,32,,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0003,3085938688,427680704,3539709888,26090496,3B,g4v2,224
g4v2_3B_T32_M_d552k_res384_s42_lr3e4,NAS,2.609330090615607,2.608266605224195,17267,552544,26090496,729,32,0.043896,26090496,768,2,384,Qwen/Qwen2.5-3B,M,32,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3540254784,26090496,3B,g4v2,384
g4v2_3B_T64_M_d552k_res224_s42_lr3e4,NAS,2.6920777356394825,2.690178070859885,17267,552544,26115072,256,64,0.25,26115072,768,2,224,Qwen/Qwen2.5-3B,M,64,,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0003,3085938688,427680704,3539734464,26115072,3B,g4v2,224
g4v2_3B_T64_M_d552k_res384_s42_lr3e4,NAS,2.6781664131694294,2.6757584766872533,17267,552544,26115072,729,64,0.087791,26115072,768,2,384,Qwen/Qwen2.5-3B,M,64,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3540279360,26115072,3B,g4v2,384
g4v2_3B_T8_M_d552k_res224_s42_lr3e4,NAS,2.7505662305317458,2.751143400289464,17267,552544,26072064,256,8,0.03125,26072064,768,2,224,Qwen/Qwen2.5-3B,M,8,,1,42,2,perceiver,False,google/siglip-so400m-patch14-224,32,0.0003,3085938688,427680704,3539691456,26072064,3B,g4v2,224
g4v2_3B_T8_M_d552k_res384_s42_lr3e4,NAS,2.780997586009392,2.7808008680714744,17267,552544,26072064,729,8,0.010974,26072064,768,2,384,Qwen/Qwen2.5-3B,M,8,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0003,3085938688,428225600,3540236352,26072064,3B,g4v2,384
g5_3B_T128_M_d100m_s42,NAS,3.1585560359679072,3.1569271951052404,17267,552544,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,100000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540328512,26164224,3B,g5,384
g5_3B_T128_M_d20m_s42,NAS,3.1332561744080816,3.132058474405357,17267,552544,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,20000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540328512,26164224,3B,g5,384
g5_3B_T128_M_d5m_s42,NAS,3.1096492209731474,3.1082493793663217,17267,552544,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,5000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540328512,26164224,3B,g5,384
g5_3B_T16_M_d100m_s42,NAS,3.08701032932611,3.0864131521966205,17267,552544,26078208,729,16,0.021948,26078208,768,2,384,Qwen/Qwen2.5-3B,M,16,100000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540242496,26078208,3B,g5,384
g5_3B_T16_M_d20m_s42,NAS,3.154493505928483,3.1542949761562764,17267,552544,26078208,729,16,0.021948,26078208,768,2,384,Qwen/Qwen2.5-3B,M,16,20000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540242496,26078208,3B,g5,384
g5_3B_T16_M_d5m_s42,NAS,3.1085798223954515,3.1082853313865897,17267,552544,26078208,729,16,0.021948,26078208,768,2,384,Qwen/Qwen2.5-3B,M,16,5000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540242496,26078208,3B,g5,384
g5_3B_T32_M_d100m_s42,NAS,3.0379173132320374,3.036699341547984,17267,552544,26090496,729,32,0.043896,26090496,768,2,384,Qwen/Qwen2.5-3B,M,32,100000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540254784,26090496,3B,g5,384
g5_3B_T32_M_d20m_s42,NAS,3.0109238945767065,3.00965499364578,17267,552544,26090496,729,32,0.043896,26090496,768,2,384,Qwen/Qwen2.5-3B,M,32,20000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540254784,26090496,3B,g5,384
g5_3B_T32_M_d5m_s42,NAS,3.1016008047779007,3.1003675941544526,17267,552544,26090496,729,32,0.043896,26090496,768,2,384,Qwen/Qwen2.5-3B,M,32,5000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540254784,26090496,3B,g5,384
g5_3B_T64_L_d100m_s42,NAS,2.9913753012708773,2.991406451958791,17267,552544,45305856,729,64,0.087791,45305856,1024,2,384,Qwen/Qwen2.5-3B,L,64,100000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3559470144,45305856,3B,g5,384
g5_3B_T64_L_d5m_s42,NAS,2.866179947550217,2.866333778710868,17267,552544,45305856,729,64,0.087791,45305856,1024,2,384,Qwen/Qwen2.5-3B,L,64,5000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3559470144,45305856,3B,g5,384
g5_3B_T64_M_d100m_s42,NAS,3.085168270574444,3.0828778603399343,17267,552544,26115072,729,64,0.087791,26115072,768,2,384,Qwen/Qwen2.5-3B,M,64,100000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540279360,26115072,3B,g5,384
g5_3B_T64_M_d20m_s42,NAS,2.9914835519429124,2.989268435679302,17267,552544,26115072,729,64,0.087791,26115072,768,2,384,Qwen/Qwen2.5-3B,M,64,20000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540279360,26115072,3B,g5,384
g5_3B_T64_M_d5m_s42,NAS,3.1052910515928045,3.1031504211716,17267,552544,26115072,729,64,0.087791,26115072,768,2,384,Qwen/Qwen2.5-3B,M,64,5000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540279360,26115072,3B,g5,384
g5_3B_T64_S_d100m_s42,NAS,3.424735715339657,3.423651881414453,17267,552544,12167168,729,64,0.087791,12167168,512,2,384,Qwen/Qwen2.5-3B,S,64,100000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3526331456,12167168,3B,g5,384
g5_3B_T64_S_d5m_s42,NAS,3.228916530650828,3.228282680896604,17267,552544,12167168,729,64,0.087791,12167168,512,2,384,Qwen/Qwen2.5-3B,S,64,5000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3526331456,12167168,3B,g5,384
g5_3B_T64_XL_d100m_s42,NAS,2.76290485573333,2.7623633956712905,17267,552544,99416064,729,64,0.087791,99416064,1536,2,384,Qwen/Qwen2.5-3B,XL,64,100000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3613580352,99416064,3B,g5,384
g5_3B_T64_XL_d5m_s42,NAS,2.6829884254608465,2.682714158381713,17267,552544,99416064,729,64,0.087791,99416064,1536,2,384,Qwen/Qwen2.5-3B,XL,64,5000000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3613580352,99416064,3B,g5,384
g5v2_3B_T128_M_d50k_s42,NAS,3.812093133765437,3.812514787825825,1562,49984,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,50000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540328512,26164224,3B,g5v2,384
g5v2_3B_T128_M_d552k_s42,NAS,3.071513652178983,3.070078810542876,17267,552544,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540328512,26164224,3B,g5v2,384
g5v2_3B_T128_M_d5m_s42,NAS,2.634816104572874,2.632325779274968,172670,5525440,26164224,729,128,0.175583,26164224,768,2,384,Qwen/Qwen2.5-3B,M,128,,10,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540328512,26164224,3B,g5v2,384
g5v2_3B_T16_M_d50k_s42,NAS,3.776474204336925,3.7739367930255248,1562,49984,26078208,729,16,0.021948,26078208,768,2,384,Qwen/Qwen2.5-3B,M,16,50000.0,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540242496,26078208,3B,g5v2,384
g5v2_3B_T16_M_d552k_s42,NAS,3.108587865722296,3.108336033523114,17267,552544,26078208,729,16,0.021948,26078208,768,2,384,Qwen/Qwen2.5-3B,M,16,,1,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540242496,26078208,3B,g5v2,384
g5v2_3B_T16_M_d5m_s42,NAS,2.7533960701221654,2.7476319747970788,172670,5525440,26078208,729,16,0.021948,26078208,768,2,384,Qwen/Qwen2.5-3B,M,16,,10,42,2,perceiver,False,google/siglip-so400m-patch14-384,32,0.0001,3085938688,428225600,3540242496,26078208,3B,g5v2,384
